userId,movieId,rating,timestamp
248,146,3.5,1420644360
451,164,4.0,1420669440
428,21,2.5,1420673820
63,15,3.0,1420675560
446,240,4.5,1420675740
109,3,2.0,1420680480
91,172,5.0,1420681200
324,256,5.0,1420681680
41,38,3.0,1420684500
231,66,4.0,1420684500
127,273,2.5,1420687380
213,150,4.5,1420696200
59,105,5.0,1420700880
376,65,3.0,1420707660
473,155,3.0,1420709820
210,107,3.0,1420710180
26,264,3.5,1420714620
443,178,2.5,1420716060
367,141,5.0,1420716960
304,129,4.0,1420717500
209,175,3.5,1420718880
384,38,4.0,1420719000
419,185,4.5,1420720320
94,3,2.0,1420721460
247,233,4.0,1420724940
308,64,4.5,1420725300
157,42,3.5,1420727940
479,101,1.5,1420736760
80,129,3.5,1420738560
14,289,1.5,1420745040
238,37,2.5,1420746180
475,106,3.5,1420748640
209,255,3.5,1420751760
236,273,2.0,1420753800
111,222,3.5,1420756980
340,279,4.0,1420757700
280,65,4.0,1420764720
317,34,3.0,1420766100
474,174,2.5,1420780980
312,176,3.5,1420781700
21,203,1.5,1420787460
482,239,3.0,1420788120
376,216,3.5,1420788720
418,252,2.5,1420789500
25,280,3.5,1420790880
372,182,4.5,1420793100
228,71,5.0,1420801200
479,221,1.5,1420808880
244,259,2.5,1420809240
495,36,5.0,1420810080
222,63,3.0,1420811580
460,252,4.5,1420812360
236,203,3.0,1420813740
420,209,3.0,1420815180
210,140,3.5,1420815720
476,121,1.5,1420819020
476,18,2.5,1420822080
229,297,3.5,1420823340
284,289,2.0,1420828380
21,94,2.5,1420837920
413,169,3.0,1420839480
77,120,3.0,1420842660
350,191,4.5,1420856340
348,21,2.5,1420860300
350,222,3.5,1420877760
189,173,4.0,1420878900
197,184,3.0,1420879260
248,59,4.0,1420881720
9,30,5.0,1420882560
5,107,3.5,1420887960
377,250,3.5,1420899780
298,269,5.0,1420900740
209,192,4.0,1420902900
395,207,2.0,1420904940
308,243,4.0,1420906740
141,290,2.5,1420917120
389,207,1.5,1420924980
379,13,5.0,1420926120
492,270,2.5,1420929540
192,74,3.0,1420932480
471,134,4.5,1420945200
114,101,2.5,1420947060
267,82,3.0,1420947420
431,56,3.5,1420950900
215,78,5.0,1420957080
466,146,3.0,1420958700
194,154,3.5,1420961820
301,23,1.5,1420965420
303,37,4.0,1420967460
54,245,3.5,1420969920
190,84,4.0,1420982940
332,173,4.0,1420983780
89,10,3.5,1420985940
142,197,4.0,1420987860
425,4,4.0,1420994100
462,137,3.5,1420994340
167,45,3.0,1420994580
212,94,1.5,1420999020
99,273,2.0,1421001660
38,269,4.0,1421008020
57,250,3.5,1421009040
112,299,3.0,1421011020
293,124,2.5,1421013000
1,52,2.5,1421013480
461,265,2.0,1421014620
74,137,4.0,1421014920
318,35,1.5,1421018340
141,173,3.0,1421024520
119,45,2.0,1421026320
67,279,1.5,1421038260
301,269,2.5,1421038560
317,139,2.0,1421039460
445,36,4.0,1421050200
118,73,3.5,1421055420
444,40,3.5,1421056740
54,103,1.5,1421062020
134,70,3.0,1421066400
368,174,5.0,1421072100
483,198,3.0,1421073480
108,5,1.5,1421075820
397,290,3.5,1421077620
214,129,3.0,1421077680
180,10,4.0,1421077680
267,290,1.0,1421085480
129,23,5.0,1421089860
135,275,1.0,1421091060
239,55,2.5,1421094120
125,205,4.0,1421099460
204,233,2.5,1421101080
347,206,3.5,1421101920
37,76,3.5,1421103420
369,129,3.5,1421107620
336,86,5.0,1421115180
118,98,3.0,1421117400
317,205,3.0,1421125380
92,134,4.5,1421127420
143,217,3.5,1421129220
399,243,3.5,1421132280
485,220,2.0,1421135040
433,153,4.0,1421136000
214,152,4.0,1421138520
90,57,4.5,1421142240
419,172,5.0,1421145660
51,94,4.0,1421146620
293,63,2.0,1421148480
465,273,3.0,1421150700
340,79,3.5,1421153820
85,81,2.0,1421154480
312,256,3.5,1421157000
67,256,2.5,1421158920
228,173,5.0,1421160660
42,254,3.0,1421164560
323,63,2.0,1421167620
347,169,4.5,1421168160
154,284,2.5,1421172780
442,24,4.5,1421179020
218,170,2.5,1421182680
118,21,3.0,1421184120
385,245,3.5,1421185560
170,173,3.5,1421188020
4,93,3.5,1421199900
186,172,4.5,1421200740
483,267,4.5,1421211480
180,104,4.0,1421213820
417,272,3.0,1421223420
41,172,4.5,1421227500
178,3,1.5,1421233500
313,146,3.0,1421234580
211,135,2.0,1421234640
104,222,4.0,1421235540
286,15,3.5,1421238120
195,19,3.0,1421241060
128,137,3.5,1421241180
121,300,4.5,1421241780
241,190,2.5,1421246100
229,117,4.0,1421249460
97,197,3.5,1421253240
322,170,3.0,1421254800
286,243,3.5,1421262060
240,220,2.5,1421269080
306,300,3.0,1421281140
362,172,4.5,1421281140
471,128,2.5,1421282340
361,159,4.5,1421284920
441,208,1.5,1421306400
423,269,4.5,1421310060
145,101,3.0,1421311680
179,73,4.5,1421313780
291,182,3.5,1421316660
166,299,3.5,1421316720
278,271,2.0,1421319480
490,88,3.0,1421323380
49,279,4.0,1421332200
252,197,3.5,1421332800
64,275,1.5,1421342160
347,147,3.5,1421348040
318,159,4.0,1421358240
495,236,3.0,1421365260
394,226,2.5,1421370360
38,5,2.5,1421386440
496,137,3.0,1421386920
496,80,2.0,1421388960
211,101,2.5,1421392740
183,73,2.5,1421395800
85,20,2.5,1421399220
480,284,3.0,1421401320
153,27,2.5,1421404740
74,200,2.0,1421413260
44,59,3.0,1421416440
443,249,3.0,1421423280
86,6,3.5,1421426640
428,243,1.5,1421428140
184,42,2.5,1421434440
131,233,3.0,1421434440
190,64,3.0,1421440380
53,279,4.0,1421440500
263,2,2.0,1421441160
167,30,4.5,1421453940
441,15,2.5,1421460300
308,32,3.5,1421464380
179,107,5.0,1421465160
2,62,3.0,1421467200
11,244,4.0,1421467260
477,28,3.0,1421467380
36,280,2.0,1421471100
444,28,4.5,1421480040
344,94,3.5,1421486460
439,78,3.5,1421486940
212,204,3.0,1421493420
264,159,3.0,1421493900
356,183,5.0,1421497320
451,51,2.5,1421497620
203,186,3.0,1421498580
100,178,2.5,1421504160
472,103,3.0,1421504940
108,64,4.0,1421511360
284,203,2.0,1421523060
500,163,2.0,1421534760
274,13,4.0,1421537400
169,289,3.0,1421539260
261,160,2.0,1421542200
82,34,2.5,1421542380
158,65,3.5,1421542800
384,217,3.5,1421544780
403,72,3.5,1421549760
262,107,2.0,1421552940
181,151,2.0,1421557980
146,126,2.5,1421559000
342,31,3.5,1421559060
482,72,2.0,1421564880
157,18,4.0,1421577300
194,121,4.5,1421583960
296,164,4.5,1421605320
20,149,2.5,1421608380
222,101,2.0,1421614320
214,124,3.5,1421617080
186,47,3.5,1421617920
488,185,4.0,1421620200
453,188,4.5,1421621400
97,64,3.5,1421621820
88,294,3.5,1421622960
38,119,3.0,1421626620
450,48,2.5,1421628060
384,198,4.0,1421628180
270,206,5.0,1421632320
208,269,4.0,1421632980
39,289,1.5,1421633280
411,176,3.0,1421636820
269,252,2.0,1421639760
483,5,3.0,1421651580
136,171,2.0,1421662500
198,160,2.0,1421666580
366,24,3.5,1421671080
497,1,4.0,1421675340
355,241,4.0,1421680380
176,64,3.0,1421687280
26,137,4.0,1421690520
492,195,2.5,1421696040
28,274,4.5,1421699100
360,70,1.0,1421709120
138,233,3.0,1421715660
353,94,3.5,1421716020
32,37,2.5,1421738640
475,251,4.0,1421747100
166,240,1.5,1421749260
302,183,2.0,1421754780
94,36,3.5,1421763060
364,175,3.0,1421775420
436,276,3.0,1421778480
232,243,4.0,1421781540
396,171,1.5,1421788800
498,260,2.5,1421793000
108,73,2.5,1421793360
134,231,4.0,1421796300
150,160,3.5,1421796600
81,13,4.0,1421806020
298,243,4.0,1421808960
187,156,3.5,1421809800
277,24,2.5,1421814360
85,121,4.0,1421815800
310,143,3.0,1421817960
375,31,3.5,1421820180
479,289,1.5,1421832240
73,15,4.0,1421839680
154,288,1.5,1421848080
439,291,3.5,1421848800
249,241,3.0,1421851320
427,67,4.0,1421858640
347,150,3.5,1421861760
255,216,3.5,1421862420
237,184,3.5,1421863680
346,251,3.0,1421866200
339,64,3.5,1421872860
226,211,5.0,1421873760
462,64,4.0,1421876880
488,244,3.5,1421880600
289,256,3.5,1421881620
102,293,2.0,1421884200
154,14,2.0,1421885940
489,230,5.0,1421886120
45,191,2.5,1421892060
178,165,2.5,1421898360
490,251,2.5,1421898360
418,141,3.5,1421900520
305,47,2.0,1421901960
387,5,2.0,1421917500
134,93,4.0,1421918940
43,147,4.5,1421926200
343,129,4.5,1421926740
417,65,3.5,1421933520
17,275,1.5,1421948040
135,222,2.5,1421955060
168,14,3.5,1421959740
9,53,4.0,1421961420
448,220,4.0,1421962200
186,230,4.5,1421969100
90,290,3.5,1421969760
461,245,3.0,1421972580
400,10,3.5,1421973000
425,121,5.0,1421973660
264,200,2.5,1421975160
152,197,4.0,1421976180
339,40,3.0,1421979360
85,217,3.5,1421985060
27,296,4.5,1421986680
375,290,1.5,1421988780
233,267,3.5,1421991000
455,255,3.5,1421994180
429,24,3.5,1421996400
348,51,3.5,1422000000
431,251,3.0,1422005520
320,52,3.5,1422006120
174,1,5.0,1422006660
237,282,4.5,1422024300
18,169,3.5,1422025860
275,265,2.5,1422027420
436,251,3.0,1422028320
272,256,2.0,1422028500
315,277,1.5,1422029820
147,28,4.5,1422032760
107,174,2.0,1422034080
308,275,1.5,1422036540
2,288,3.0,1422038340
424,203,3.0,1422039540
56,142,4.5,1422041460
164,88,2.5,1422042240
396,92,2.5,1422044640
293,64,3.0,1422047160
98,58,3.5,1422052320
130,123,4.0,1422053040
455,182,4.0,1422055200
254,42,2.5,1422066840
9,137,4.0,1422068100
94,207,2.5,1422070860
28,258,2.5,1422092040
23,222,2.5,1422092040
115,94,3.0,1422093660
356,111,4.0,1422106800
444,200,3.0,1422107460
290,105,3.0,1422111120
9,222,2.5,1422114600
398,251,3.0,1422115860
2,52,3.0,1422116760
468,250,4.0,1422120420
33,250,4.0,1422130260
438,217,3.0,1422130860
204,294,4.5,1422133200
438,64,2.5,1422135780
408,189,3.5,1422149280
323,275,1.0,1422150660
311,283,2.0,1422158640
342,35,1.5,1422159000
131,275,1.5,1422163380
282,118,3.5,1422164580
2,18,2.5,1422165600
97,249,3.0,1422165960
197,73,3.0,1422166440
49,256,3.0,1422171960
346,89,3.0,1422172020
319,148,3.0,1422172740
161,146,3.0,1422175380
106,105,3.0,1422180960
402,38,3.5,1422183720
280,170,1.5,1422185640
166,231,3.5,1422187320
431,127,3.0,1422191280
441,127,3.0,1422194580
446,250,4.5,1422207000
131,251,4.5,1422207780
399,64,3.0,1422208380
16,220,3.5,1422212760
246,249,3.0,1422233640
133,201,2.0,1422243900
121,294,4.0,1422244440
316,152,4.5,1422246000
19,121,4.0,1422250440
348,3,1.0,1422254280
360,217,1.0,1422256560
49,65,4.0,1422259440
96,106,2.5,1422262680
182,217,5.0,1422263520
58,60,2.5,1422276540
465,160,3.0,1422290100
278,187,2.5,1422291660
59,184,3.5,1422292800
339,31,4.5,1422308160
210,174,3.0,1422316680
480,279,3.0,1422317460
332,34,2.0,1422318960
437,278,2.0,1422319200
345,174,2.0,1422336600
420,184,3.0,1422338040
304,71,4.5,1422339000
84,202,3.5,1422339060
313,275,1.0,1422346200
311,64,3.5,1422347100
116,198,3.0,1422349680
444,141,5.0,1422349920
31,38,3.5,1422352800
345,235,3.0,1422355920
161,257,4.0,1422356700
126,201,3.5,1422359460
264,81,2.5,1422361560
292,170,2.5,1422363420
106,252,4.0,1422369900
20,264,3.5,1422369960
29,63,2.0,1422371160
370,197,4.5,1422376080
138,245,3.0,1422380820
156,290,4.0,1422385500
464,40,3.0,1422386640
191,198,1.5,1422391260
222,233,1.5,1422391980
283,228,4.0,1422396780
220,220,3.5,1422401520
473,14,4.0,1422404700
128,18,3.0,1422407700
463,213,3.0,1422412620
456,134,3.5,1422419760
145,48,2.5,1422422340
213,240,4.5,1422424200
457,294,3.5,1422434100
80,60,3.0,1422436440
40,146,2.5,1422442080
482,103,2.5,1422442080
413,86,4.5,1422456180
380,284,1.5,1422467100
301,172,3.0,1422467400
57,55,2.5,1422486180
300,269,3.5,1422488040
335,180,3.5,1422490860
58,114,4.0,1422491760
140,245,3.5,1422496500
446,269,5.0,1422504420
135,197,3.5,1422505320
323,174,3.0,1422509640
69,289,2.5,1422513900
156,13,5.0,1422518100
33,262,3.5,1422519960
172,52,3.5,1422522780
128,264,4.0,1422525420
448,27,3.0,1422528300
87,257,4.0,1422530160
114,198,2.5,1422531540
455,221,4.0,1422535380
176,40,3.0,1422545640
353,215,2.5,1422553800
147,157,4.5,1422553800
334,269,3.5,1422557760
202,159,4.5,1422558300
251,94,4.0,1422560100
147,73,3.0,1422568080
198,279,4.5,1422568920
59,251,4.0,1422578220
15,202,4.0,1422581280
261,217,2.5,1422584760
370,121,3.5,1422585720
329,151,3.5,1422585780
457,238,4.0,1422585960
111,182,4.5,1422592020
439,55,3.0,1422594060
367,105,4.5,1422595980
60,48,2.5,1422602160
43,81,3.5,1422604860
230,129,2.5,1422605700
356,203,4.5,1422607140
455,150,3.0,1422613680
461,159,3.0,1422614640
274,138,3.0,1422617400
99,146,3.5,1422618900
1,106,3.0,1422619560
141,51,3.0,1422619740
345,279,3.0,1422621420
417,195,3.0,1422625020
301,299,2.0,1422630060
450,250,3.5,1422631680
417,15,3.5,1422634860
4,288,2.5,1422635040
121,180,4.0,1422638160
405,176,3.5,1422639780
324,262,5.0,1422648000
72,243,4.0,1422648900
68,294,2.5,1422649620
196,66,2.0,1422649920
163,15,3.0,1422656700
332,47,2.5,1422656700
306,119,3.0,1422657840
66,186,4.5,1422659100
122,253,2.0,1422665580
98,201,2.5,1422668400
157,249,4.0,1422670860
4,208,4.0,1422670920
89,238,5.0,1422674400
5,205,2.5,1422682080
76,217,2.5,1422686640
147,208,3.0,1422688380
239,231,3.0,1422689460
249,215,3.5,1422690360
323,145,2.0,1422691380
416,45,2.5,1422693180
178,242,2.5,1422693720
70,64,3.0,1422695580
56,249,3.5,1422699660
500,233,3.5,1422704400
384,79,5.0,1422708300
465,231,3.5,1422709440
142,170,1.5,1422712080
235,223,2.5,1422712680
446,80,2.5,1422713340
496,165,2.5,1422713880
410,207,1.5,1422718260
247,50,4.5,1422723900
234,142,4.0,1422724560
66,248,3.0,1422727680
165,205,2.0,1422738420
70,198,2.5,1422743340
47,36,4.0,1422744060
117,215,2.5,1422757380
421,192,4.5,1422766260
219,138,4.0,1422771060
46,175,2.5,1422772440
76,178,2.0,1422776340
14,91,2.5,1422776940
407,116,3.0,1422777540
67,258,2.0,1422779160
307,157,3.5,1422779340
225,66,4.5,1422787380
148,141,3.5,1422790860
50,60,2.5,1422791820
273,144,4.0,1422795540
288,275,2.0,1422802800
497,123,5.0,1422802860
463,174,2.5,1422805800
205,143,4.0,1422807060
304,206,4.5,1422808380
429,172,5.0,1422813720
257,101,3.5,1422816120
387,262,4.0,1422821220
155,289,2.0,1422821520
439,106,3.5,1422826560
374,300,4.0,1422828480
325,80,2.5,1422831780
440,81,2.0,1422839880
276,65,3.0,1422845820
436,170,1.0,1422849480
391,265,3.5,1422859320
46,68,2.0,1422861180
351,172,4.5,1422866040
386,137,3.5,1422866760
153,24,4.0,1422878700
482,245,3.5,1422878820
412,101,4.5,1422884520
320,94,4.5,1422884640
211,208,2.5,1422888480
419,153,5.0,1422888720
236,77,2.5,1422889200
45,43,2.5,1422893160
280,77,3.0,1422894660
261,109,2.5,1422898140
425,172,4.5,1422900840
368,275,2.0,1422902760
390,250,3.0,1422905340
448,248,2.0,1422906060
464,237,3.5,1422907980
466,3,2.5,1422912900
16,182,4.0,1422918360
64,220,3.5,1422918600
490,169,3.0,1422920220
479,106,1.5,1422921120
262,151,3.5,1422922500
400,103,3.0,1422925260
222,172,3.0,1422929220
155,198,1.5,1422929700
116,71,4.5,1422930660
488,217,3.5,1422933000
174,37,4.5,1422939600
64,3,3.0,1422943380
217,119,3.0,1422943620
398,262,3.5,1422952320
480,221,2.0,1422953520
172,290,2.5,1422954360
35,258,2.5,1422957480
500,171,2.5,1422957660
275,239,2.5,1422958140
469,105,2.5,1422959880
420,210,4.0,1422960780
68,178,2.0,1422960960
142,289,1.5,1422961260
296,178,3.0,1422964320
116,229,4.0,1422965220
22,56,4.5,1422966000
128,178,3.5,1422977640
497,48,4.5,1422978060
417,294,4.0,1422982800
481,52,4.5,1422983880
98,107,2.5,1422984060
499,272,3.0,1422984300
120,251,2.0,1422984840
473,24,3.5,1422987180
379,145,4.0,1422989100
441,200,1.5,1422989280
489,271,3.5,1422992340
110,72,2.0,1423001520
90,240,3.0,1423004340
121,285,5.0,1423006380
232,269,4.5,1423008180
71,217,5.0,1423011000
187,134,4.5,1423011300
278,165,3.0,1423015440
405,269,3.5,1423021920
41,61,4.0,1423028580
101,255,4.0,1423043160
373,231,2.0,1423046640
465,243,4.5,1423060200
466,241,3.5,1423066320
393,142,2.5,1423073040
306,255,3.5,1423079160
26,172,4.0,1423098900
68,31,3.0,1423102200
449,169,4.0,1423104840
382,289,2.5,1423105080
27,273,4.0,1423106400
123,153,3.0,1423113660
17,61,4.0,1423117740
457,137,4.5,1423118220
245,121,4.0,1423119000
357,71,2.5,1423120500
124,5,2.5,1423131360
451,236,2.0,1423134540
153,132,4.0,1423138920
235,47,1.0,1423150320
32,230,3.5,1423152960
93,229,2.5,1423158000
2,289,3.0,1423158480
396,194,2.0,1423159080
495,235,4.0,1423164420
375,137,3.0,1423165980
127,88,3.5,1423174020
125,185,5.0,1423174740
487,213,3.5,1423177440
408,65,4.0,1423185300
124,233,2.0,1423186260
245,180,3.5,1423187580
500,58,4.0,1423188120
275,206,3.5,1423189980
296,219,2.5,1423190580
138,48,2.0,1423198800
203,196,3.0,1423198860
294,134,4.0,1423202520
453,201,2.5,1423204320
341,136,3.0,1423205220
124,242,2.5,1423205700
108,120,4.0,1423207080
195,184,2.0,1423207860
8,233,2.0,1423208460
238,146,2.5,1423212720
366,283,3.0,1423216740
249,18,2.5,1423244700
461,32,3.5,1423251780
451,120,2.5,1423251900
486,289,2.5,1423254000
358,192,3.5,1423254840
188,269,4.0,1423256160
54,8,3.0,1423258440
392,236,2.0,1423268280
400,231,4.5,1423272060
413,82,4.0,1423272120
495,147,3.0,1423278660
293,197,3.0,1423288440
100,47,3.0,1423288920
178,299,2.5,1423294680
386,217,4.0,1423296900
240,256,3.0,1423299420
255,19,3.0,1423301760
205,127,2.5,1423308120
162,275,2.5,1423310700
136,253,3.0,1423312380
68,79,2.5,1423316520
193,135,2.0,1423317600
267,210,3.0,1423318440
454,71,4.0,1423321380
490,133,2.0,1423322820
79,226,4.0,1423323420
429,233,2.5,1423327020
353,10,2.5,1423328040
397,14,2.5,1423331220
333,137,3.5,1423332000
179,264,5.0,1423336020
3,132,5.0,1423346820
11,288,2.5,1423347600
228,116,2.5,1423348500
374,86,4.5,1423350780
36,95,2.5,1423356600
201,193,5.0,1423356900
457,264,4.5,1423360920
392,66,2.0,1423363560
123,27,2.0,1423368240
283,242,2.5,1423373100
132,154,3.0,1423377480
300,253,1.0,1423395120
74,245,3.5,1423401540
429,291,1.0,1423406160
68,216,4.0,1423415700
184,55,2.0,1423416360
282,116,3.0,1423418820
402,105,2.5,1423422480
26,94,3.5,1423423980
342,101,3.0,1423426380
285,155,3.0,1423429200
275,157,2.0,1423439280
119,240,2.5,1423440540
459,170,3.0,1423451700
27,179,4.0,1423454220
71,15,4.0,1423457580
250,14,2.5,1423459860
38,267,3.5,1423461960
234,296,3.5,1423464960
387,175,4.0,1423467720
440,254,3.0,1423472100
60,249,4.5,1423473420
159,74,3.5,1423477440
319,252,4.5,1423478400
82,137,4.5,1423481700
475,68,2.0,1423487880
68,43,2.5,1423493040
335,250,3.5,1423494480
67,104,3.0,1423495140
303,134,3.0,1423495620
392,36,2.5,1423497840
193,294,2.0,1423499400
364,296,3.5,1423501740
368,94,4.0,1423502580
52,30,4.0,1423506780
184,103,4.0,1423512180
79,38,2.5,1423518660
81,14,4.0,1423519440
259,43,3.5,1423524060
238,81,3.0,1423531980
255,134,3.5,1423534800
334,24,3.0,1423539480
53,79,4.5,1423541100
283,174,3.0,1423542660
219,10,3.0,1423544820
440,217,4.0,1423547580
373,14,3.0,1423561920
19,197,3.5,1423566000
363,154,2.5,1423567680
226,172,4.5,1423567980
291,36,5.0,1423575540
190,94,3.5,1423579680
309,14,3.0,1423586520
426,66,3.0,1423590600
402,168,3.0,1423603260
406,210,2.5,1423604340
29,223,2.5,1423608300
474,81,1.5,1423612440
91,222,3.5,1423620900
478,151,3.5,1423621260
361,15,3.0,1423627020
43,123,5.0,1423628280
329,100,4.5,1423628700
288,47,3.5,1423634580
411,106,3.0,1423635000
45,215,3.0,1423647780
164,118,3.0,1423650960
168,127,2.5,1423658280
442,89,5.0,1423661640
152,231,2.5,1423667460
411,163,2.5,1423669860
178,171,2.0,1423672440
255,5,2.0,1423674420
287,293,4.0,1423674900
84,280,3.0,1423678140
48,299,4.0,1423694220
181,206,2.5,1423698600
152,37,4.5,1423701180
486,9,3.5,1423704780
181,13,3.5,1423707180
270,253,4.5,1423707840
132,14,3.5,1423711320
283,137,3.5,1423716720
206,80,2.5,1423717260
344,238,3.5,1423719480
69,228,3.5,1423722000
262,73,3.0,1423725480
15,220,2.0,1423726620
214,123,4.0,1423726680
82,278,3.5,1423727400
162,171,3.5,1423730580
213,159,5.0,1423733220
392,291,2.0,1423733640
411,206,3.0,1423736760
32,152,3.0,1423737000
30,89,5.0,1423761300
454,154,3.0,1423764060
261,121,3.5,1423776120
252,229,3.0,1423797840
464,243,3.5,1423802220
322,240,2.0,1423806240
135,206,3.5,1423808460
414,19,3.5,1423809240
129,267,3.0,1423810200
64,60,2.5,1423816080
182,244,4.0,1423822500
187,231,4.0,1423824960
46,240,3.0,1423828680
418,40,2.5,1423833660
131,101,4.5,1423834980
238,175,3.0,1423835040
324,168,4.5,1423847400
69,3,3.0,1423864740
294,243,4.0,1423865460
147,134,3.5,1423877700
390,73,2.5,1423878540
383,231,3.0,1423881120
431,247,1.0,1423882320
9,40,3.5,1423890360
232,159,4.0,1423894380
322,142,4.0,1423895100
321,21,3.5,1423895760
156,94,5.0,1423898700
73,150,2.5,1423901520
234,184,3.0,1423909500
173,101,3.0,1423910580
24,228,3.0,1423915200
29,72,1.5,1423915980
199,169,4.0,1423918020
316,173,5.0,1423921620
205,240,2.0,1423930560
154,93,3.5,1423931460
497,101,4.0,1423945080
381,243,4.5,1423946820
312,240,3.0,1423950000
145,80,2.0,1423955100
81,105,3.5,1423956840
181,82,2.5,1423963380
44,250,3.5,1423969140
219,136,3.0,1423983240
134,289,3.0,1423985040
74,88,2.0,1423985760
82,171,2.0,1423992840
261,30,3.5,1423993860
209,160,3.0,1423995720
232,52,3.5,1423996740
220,171,3.5,1423998060
90,134,4.5,1424002620
169,294,5.0,1424006580
489,252,4.0,1424007780
29,239,1.5,1424011380
64,242,3.0,1424011680
491,184,2.5,1424012880
142,291,2.0,1424017260
202,6,4.0,1424024700
139,201,2.5,1424027880
486,233,2.5,1424034840
362,60,3.0,1424035260
219,106,2.0,1424042760
292,42,2.0,1424061600
375,208,2.0,1424066940
465,266,4.0,1424069400
329,250,4.5,1424078220
224,208,2.5,1424081760
262,284,4.0,1424082540
467,250,4.5,1424082600
488,7,3.5,1424087520
497,37,4.0,1424088900
86,251,4.0,1424092860
199,290,2.5,1424101740
69,134,4.0,1424101860
169,89,5.0,1424102400
351,129,4.0,1424104680
208,185,4.5,1424108700
126,51,5.0,1424110980
124,132,4.5,1424115540
248,94,2.0,1424118960
